バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
Lincle,YAKSHA,TERROR CORE,Neulakyussra,1,6,0,0,0,---,HARD CLEAR,---,10,1689,665,359,33,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-08-09 20:44
Lincle,yellow head joe,TEK-TRANCE,S-C-U,4,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,EASY CLEAR,---,10,1344,515,314,76,EASY CLEAR,B,2017-07-26 10:44
Lincle,Yellow Sunrise,DRUM'N'BASS,xac,2,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,10,1643,655,333,15,HARD CLEAR,A,2017-11-28 22:09
Lincle,ビューティフルレシート,HAPPY HARDCORE,Lucky Vacuum,1,3,0,0,0,---,EX HARD CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1362,554,254,103,EASY CLEAR,A,2017-07-20 21:45
Lincle,ユミル,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,天空の夜明け,ANTHEM,Cuvelia,5,7,0,0,0,---,ASSIST CLEAR,---,10,1361,523,315,50,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-10-05 20:08
Lincle,子供の落書き帳,PROGRESSIVE,佐々木博史,3,6,0,0,0,---,ASSIST CLEAR,---,10,1058,408,242,123,EASY CLEAR,C,12,0,0,0,---,NO PLAY,---,2017-08-11 19:04
Lincle,恋する☆宇宙戦争っ！！,Hi-BLEEP,Prim,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,突撃!ガラスのニーソ姫!,電波,山本椛 (monotone),3,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,1600,676,248,37,HARD CLEAR,A,2017-08-23 20:26
Lincle,聖人の塔,BATTLE TRACK,Beridzebeth,4,6,0,0,0,---,CLEAR,---,10,1353,554,245,68,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-22 21:43
Lincle,蛇神,ORIENTAL MYTHOLOGY,Zektbach,0,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
Lincle,衰色小町メランコリア,NEO CLASSICAL DANCE,iNO,12,4,0,0,0,---,FULLCOMBO CLEAR,---,7,905,369,167,100,EX HARD CLEAR,B,10,1751,709,333,37,HARD CLEAR,A,2017-11-12 11:16
Lincle,陽炎,POP,星野奏子,0,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
tricoro,405nm (Ryu☆mix),HARDCORE,Another Infinity,7,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,1658,676,306,70,EASY CLEAR,B,2017-11-12 22:45
tricoro,8bit Princess,CHIPTUNE,seiya-murai feat. ALT,2,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,NO PLAY,---,10,2021,853,315,39,HARD CLEAR,A,2017-11-29 19:29
tricoro,Ascalon,ELECTRO POP,Qrispy Joybox,2,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,FAILED,---,10,1582,634,314,50,CLEAR,A,2017-09-03 17:40
tricoro,Beastie Starter,SPEEDCORE,GUHROOVY,8,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,11,1324,514,296,82,ASSIST CLEAR,B,2017-10-21 23:35
tricoro,BLUE STRAGGLER,HARD DANCE,L.E.D.,0,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,BRAVE GLOW,SPACY TRANCE,SOUND HOLIC feat. Nana Takahashi,8,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,HARD CLEAR,---,10,1632,628,376,54,HARD CLEAR,B,2017-11-12 23:50
tricoro,CONCEPTUAL,HARD REVOLUTION,Sota Fujimori 2nd Season,0,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Confiserie,HARD ELECTRIC POP,L.E.D. vs S-C-U,24,5,0,0,0,---,FULLCOMBO CLEAR,---,10,1550,627,296,31,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-11-20 18:25
tricoro,connective,LOUNGE POP,猫叉Master feat.*spiLa*,0,2,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Cookie Bouquets,BREAK CORE,L.E.D. vs TOMOSUKE fw.crimm,7,5,0,0,0,---,EX HARD CLEAR,---,9,0,0,0,---,CLEAR,---,11,2266,903,460,112,EASY CLEAR,B,2017-11-12 22:52
tricoro,DAY DREAM,DARK PROGRESSIVE,Mutsuhiko Izumi,2,5,0,0,0,---,NO PLAY,---,10,826,321,184,71,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-07 21:28
tricoro,Devilz Staircase,SYMPHONIC BREAK BEATS,OSTER project,16,3,0,0,0,---,ASSIST CLEAR,---,10,1549,631,287,70,CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-11-22 22:24
tricoro,Echo Of Forever,HOUSE,kors k,0,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Elemental Creation,HARD RENAISSANCE,dj TAKA meets DJ YOSHITAKA,7,7,0,0,0,---,CLEAR,---,10,1774,727,320,38,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-08-28 17:34
tricoro,examination leave,VACATION DANCE,dj razzle dazzle,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,1945,768,409,232,FAILED,B,2017-11-11 15:02
tricoro,FLOWER,TRANCE CORE,DJ YOSHITAKA,6,6,0,0,0,---,CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,1677,628,421,128,ASSIST CLEAR,B,2017-11-09 22:17
tricoro,GAIA,SPEED DANCE,猫叉L.E.D.Master+,19,5,0,0,0,---,HARD CLEAR,---,10,1245,463,319,97,EASY CLEAR,C,12,1711,629,453,183,NO PLAY,C,2017-11-29 19:41
tricoro,GRADIUS 2012,KONAMI REMIX,Sota Fujimori,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Hollywood Galaxy,DRUM'N'BASS,dj TAKA,0,5,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Howling,NU RAVE,PON,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
tricoro,I know You know,NEW 80's,Suke+Suke feat.Ribbon,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,2016-10-26 17:45
tricoro,Liberation,TRANCE,dj TAKA,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Light and Cyber…,HAPPY HARDCORE,Tatsh,8,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1795,678,439,130,EASY CLEAR,B,2017-10-25 20:22
tricoro,Little Star,J-CORE,REDALiCE feat. Ayumi Nomiya,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,LUV CAN SAVE U,NEO 80's EURO ELECTRO,HIDEKI NAGANUMA,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Neonlights,TECH DANCE,DJ Noriken,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1436,548,340,79,CLEAR,B,2017-12-02 00:06
tricoro,neu,NIENTE,少年ラジオ,7,6,0,0,0,---,HARD CLEAR,---,10,1738,732,274,26,HARD CLEAR,AA,12,0,0,0,---,NO PLAY,---,2017-08-26 21:38
tricoro,New Decade IIDX Edition,SPEED DANCE CORE,Sota F.,6,5,0,0,0,---,ASSIST CLEAR,---,9,1443,587,269,17,EASY CLEAR,A,11,1817,709,399,151,FAILED,B,2017-11-10 20:35
tricoro,Plan 8,HAPPY GABBA,Ryu☆,16,6,0,0,0,---,HARD CLEAR,---,10,1520,577,366,46,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-06 19:52
tricoro,planarian,ELECTRIC POP,S-C-U,4,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,10,1700,686,328,66,CLEAR,B,2017-09-18 19:55
tricoro,POINT ZERO,DRUM'N'BASS,猫叉Master+,13,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,1278,515,248,86,NO PLAY,B,2017-02-21 13:32
tricoro,Praludium,CLASSICAL PIANO,Yuko Takahashi,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Proof of the existence,HARD ELECTRONICA,猫叉Master+,0,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Rainbow after snow,DRUM'N'BASS,猫叉Master feat.林ももこ,4,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,10,1741,751,239,36,HARD CLEAR,AA,2017-08-24 20:26
tricoro,Re:GENERATION,EMOTIONAL SENTENCE,TAG feat. ERi,11,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,1612,659,294,32,HARD CLEAR,A,2017-11-12 22:33
tricoro,rumrum triplets,LOUNGECORE,yu_tokiwa.djw,6,5,0,0,0,---,NO PLAY,---,10,1567,653,261,35,HARD CLEAR,A,11,1916,764,388,118,EASY CLEAR,B,2017-11-20 17:47
tricoro,S!ck,DRUMSTEP,Eagle,27,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,1672,643,386,125,EASY CLEAR,B,2017-10-19 20:03
tricoro,Saturn,PROGRESSIVE TRIBAL,Mr.Saturn,0,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,SHION,HI-SPEED FANTASY TUNE,DJ YOSHITAKA,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,Sol Cosine Job 2,FREEFORM HARDCORE,DJ TECHNORCH,1,6,0,0,0,---,HARD CLEAR,---,9,1088,419,250,37,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2016-11-24 23:08
tricoro,Spinning Around,FRENCH HOUSE,Dirty Androids,2,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1644,663,318,33,HARD CLEAR,A,2017-11-10 20:25
tricoro,SYNC-ANTHEM,LATIN EURO,Tatsh feat. 星野奏子,2,5,0,0,0,---,NO PLAY,---,10,1605,627,351,79,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-14 22:27
tricoro,Synergy For Angels,ORBITALIC REVOLUTION,TAG×U1-ASAMi,4,4,0,0,0,---,FAILED,---,8,0,0,0,---,FAILED,---,11,1586,592,402,115,FAILED,B,2017-11-11 14:30
tricoro,Take My Life,EUROBEAT,Y&Co.,9,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,11,1799,694,411,111,EASY CLEAR,B,2017-11-08 20:39
tricoro,Thor's Hammer,TRANSCENDENTAL ETUDES,ユニバーサル度胸兄弟,4,5,0,0,0,---,CLEAR,---,10,1279,514,251,29,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-08-24 21:21
tricoro,Time To Empress,TRANCE,dj TAKA feat.wac & secret K,4,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,10,1543,608,327,112,EASY CLEAR,B,2017-07-04 19:21
tricoro,Timepiece phase II,PROGRESSIVE ROCK,佐々木博史,0,5,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,To my star,STARPOP,星野奏子,0,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,True Blue,ESSENTIALLY,dj TAKA feat.AiMEE,4,5,0,0,0,---,CLEAR,---,10,1587,605,377,75,EASY CLEAR,B,12,1593,576,441,290,FAILED,D,2017-10-23 20:58
tricoro,Valanga,ART CORE,DJ TOTTO,9,7,0,0,0,---,HARD CLEAR,---,10,1640,674,292,46,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-09-18 20:33
tricoro,VALLIS-NERIA,TRANCE CORE,DJ YOSHITAKA,0,6,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,VEGA,UNIVERSAL J-CORE,REDALiCE,5,5,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,NO PLAY,---,11,1903,745,413,165,FAILED,B,2017-10-11 20:26
tricoro,YELLOW FROG from Steel Chronicle,DESERT ALTERNATIVE EDGE,劇団レコード,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,ZED,DUB STEP,USAO,6,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,1671,655,361,113,ASSIST CLEAR,B,2017-10-18 19:56
tricoro,Zirkfied,SPACE REQUIEM,iconoclasm,7,5,0,0,0,---,CLEAR,---,10,1540,623,294,35,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-11-15 22:26
tricoro,ΕΛΠΙΣ,ROMANTIC SCHOOL VARIATIONS,dj TAKA,14,6,0,0,0,---,ASSIST CLEAR,---,10,1366,526,314,37,HARD CLEAR,B,12,1650,620,410,165,FAILED,C,2017-12-02 16:32
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,4,3,0,0,0,---,ASSIST CLEAR,---,9,1123,426,271,48,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-07-21 18:44
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,お米タル,大日本鉄倶楽部【あさき＆９６】,2,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1418,561,296,65,EASY CLEAR,B,2017-07-20 21:32
tricoro,アストライアの双皿,ZODIAC ORACLE 7,ZODIACSYNDICATE,0,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
tricoro,カジノファイヤーことみちゃん,電波,ARM feat. 山本椛 + Brasscapsule,3,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,11,1492,566,360,141,EASY CLEAR,B,2017-06-15 22:03
tricoro,キャトられ恋はモ～モク,Hi-ν BLEEP,ギュ～っとしたいPrim,13,6,0,0,0,---,EX HARD CLEAR,---,10,1812,713,386,65,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-09-25 19:08
tricoro,シュレーディンガーの猫,TOY CONTEMPORARY,Cait Sith,2,6,0,0,0,---,NO PLAY,---,10,1653,675,303,97,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-08-14 23:10
tricoro,トリカゴノ鳳凰,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト,2,6,0,0,0,---,CLEAR,---,9,1374,546,282,53,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-02-05 12:20
tricoro,メイメツ、フラグメンツ,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ,2,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,10,1269,498,273,67,EASY CLEAR,B,2017-07-15 23:02
tricoro,ラキラキ,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U,9,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,EASY CLEAR,---,10,1334,514,306,62,CLEAR,B,2017-09-20 23:02
tricoro,下弦の月,NEO CLASSICAL DANCE,iNO,5,5,0,0,0,---,EX HARD CLEAR,---,7,0,0,0,---,HARD CLEAR,---,9,1471,608,255,45,HARD CLEAR,A,2017-02-18 19:55
tricoro,仮想空間の旅人たち,TECHNO,DJ MURASAME,4,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,FAILED,---,11,1757,676,405,78,EASY CLEAR,B,2017-11-12 11:05
tricoro,即席！脳直★ミュージックシステム,AKIBA-POP,MOSAIC.WAV,3,6,0,0,0,---,CLEAR,---,10,1436,563,310,35,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-09-24 18:53
tricoro,朧,FASCINATION,HHH×MM×ST,8,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,10,1418,560,298,35,HARD CLEAR,A,2017-08-22 21:01
tricoro,梅雪夜,想歌 梅,Qrispy Joybox feat.mao,7,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,HARD CLEAR,---,10,1685,717,251,41,HARD CLEAR,AA,2017-09-06 22:15
tricoro,狂イ咲ケ焔ノ華,Hi-GOTH,覚醒ノPrim,2,6,0,0,0,---,CLEAR,---,10,1648,639,370,63,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-16 23:17
tricoro,龍と少女とデコヒーレンス,EPIC TECHNO,黒猫ダンジョン,4,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,1633,628,377,131,EASY CLEAR,C,2017-08-11 18:36
SPADA,Adularia,ARTCORE,DJ TOTTO,1,6,0,0,0,---,ASSIST CLEAR,---,10,1163,458,247,54,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-08 23:42
SPADA,ALBA -黎明-,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi,25,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,2005,798,409,114,EASY CLEAR,B,2017-12-02 12:34
SPADA,Ancient Scapes,DYNASTIC FREEFORM,Durandal,2,6,0,0,0,---,CLEAR,---,10,1367,533,301,57,EASY CLEAR,B,12,1683,596,491,264,FAILED,C,2017-10-23 21:18
SPADA,ATHER,ASTRAL HARDCORE,TAG underground,9,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,1799,690,419,77,EASY CLEAR,B,2017-11-07 17:50
SPADA,Atropos,NEUTRONIKA,sasakure.UK,0,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,BLUE DRAGON(雷龍RemixIIDX),RAVERS DANCE SPEED,青龍,4,7,0,0,0,---,EASY CLEAR,---,10,1647,677,293,81,CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-09-10 21:39
SPADA,BRAINSTORM,TRANCECORE MEETS GABBA,Hardcore United Tokyo(teranoid & DJ TECHNORCH),0,4,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,BRAVE OUT,ELECTRANCE,nomico / DOWNFORCE,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1266,491,284,59,EASY CLEAR,B,2017-07-15 23:39
SPADA,Claiomh Solais,ILUZIO,DJ Yoshitaka VS S.S.D.,0,2,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,CLEAR,---,2016-10-26 17:45
SPADA,Cleopatrysm,PHARAO BEAM STEP,ピラミッ℃,4,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,11,1591,625,341,111,EASY CLEAR,B,2017-08-20 18:56
SPADA,Close the World feat. a☆ru,J-CORE,天叢雲剣,15,5,0,0,0,---,CLEAR,---,10,1623,695,233,34,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-11-25 22:45
SPADA,Critical Crystal,DANCE SPEED,青龍,0,6,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,1,6,0,0,0,---,ASSIST CLEAR,---,9,1523,631,261,63,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,2016-12-29 20:44
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,20,5,0,0,0,---,CLEAR,---,9,1316,536,244,42,EASY CLEAR,A,11,1484,569,346,117,EASY CLEAR,B,2017-10-30 20:14
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,3,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,CLEAR,---,11,1904,742,420,146,EASY CLEAR,B,2017-09-26 21:10
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,7,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,1412,535,342,104,EASY CLEAR,B,2017-11-14 13:40
SPADA,esrev:eR,EMOTIONAL SENTENCE,TAG meets “eimy”,1,4,0,0,0,---,FAILED,---,7,0,0,0,---,ASSIST CLEAR,---,9,1016,380,256,108,EASY CLEAR,C,2016-12-20 22:28
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1229,438,353,132,FAILED,C,2017-11-12 22:31
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,2,7,0,0,0,---,NO PLAY,---,10,1401,540,321,74,CLEAR,B,12,1760,649,462,208,FAILED,C,2017-11-25 22:55
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,3,3,0,0,0,---,ASSIST CLEAR,---,6,365,144,77,---,NO PLAY,E,11,1499,571,357,119,ASSIST CLEAR,B,2017-10-22 15:45
SPADA,HYENA,BIG BEAT,Hommarju,18,6,0,0,0,---,CLEAR,---,9,1432,572,288,30,CLEAR,A,11,1608,606,396,125,FAILED,B,2017-10-25 20:15
SPADA,Hypersonik,DRUM&BASS,Eagle,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1806,728,350,42,HARD CLEAR,A,2017-11-25 22:58
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,0,6,0,0,0,---,CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Idola,REPLICANT CORE,iconoclasm feat.GUMI,9,6,0,0,0,---,HARD CLEAR,---,10,1816,773,270,31,HARD CLEAR,A,12,1838,709,420,323,FAILED,C,2017-11-05 23:36
SPADA,Immortal,J-CORE,DJ NAGAI,0,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,0,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,0,4,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,6,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,1702,687,328,39,HARD CLEAR,A,2017-11-21 23:05
SPADA,invoker,TRIBE CORE,Caladborg,2,5,0,0,0,---,NO PLAY,---,9,1274,479,316,42,EASY CLEAR,B,12,1762,680,402,267,FAILED,C,2017-04-13 22:17
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,13,6,0,0,0,---,EX HARD CLEAR,---,11,1505,589,327,92,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-12 11:14
SPADA,KAISER PHOENIX,HEAVY METAL,96,2,7,0,0,0,---,ASSIST CLEAR,---,10,1376,530,316,122,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-13 20:17
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,9,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,HARD CLEAR,---,11,1565,603,359,93,CLEAR,B,2017-10-23 20:51
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,0,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Last Dance,HARD STACC,dj TAKA,0,6,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Lighting Shower,TRANCE POP,TAG,9,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,11,1375,509,357,88,EASY CLEAR,B,2017-11-20 18:10
SPADA,M.D.Injection,PIECED DOWNBEAT,Project B-,9,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,CLEAR,---,10,1558,617,324,48,HARD CLEAR,B,2017-09-27 21:50
SPADA,m1dy Deluxe,TOKYO STYLE SPEEDCORE,m1dy,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1576,597,382,128,ASSIST CLEAR,B,2017-06-17 17:43
